(-0.800637,-1.46533);(-1.96264,-1.85388);(-1.42687,0.180478);(-1.23522,0.492783);
15:42:06.792, 	1, 	2, 	26.8315, 	21.0683, 	1, 	-1.38778e-15, 	3.04, 	(-0.263754,0.0922781);
15:42:06.812, 	1, 	2, 	26.3795, 	24.1261, 	1, 	-1.38778e-15, 	3.04, 	(-0.354971,-0.211355);
15:42:06.832, 	1, 	2, 	25.5088, 	24.3639, 	1, 	-1.38778e-15, 	3.04, 	(-0.498626,0.103417);
15:42:06.870, 	1, 	2, 	27.8362, 	24.85, 	1, 	-1.38778e-15, 	3.04, 	(-0.165679,-0.502148);
15:42:06.874, 	1, 	2, 	21.8969, 	24.2136, 	1, 	-1.38778e-15, 	3.04, 	(0.399569,0.345707);
15:42:06.893, 	1, 	2, 	25.1916, 	24.4353, 	1, 	-1.38778e-15, 	3.04, 	(-0.00905304,0.514285);
15:42:06.913, 	1, 	2, 	27.4056, 	23.4774, 	1, 	-1.38778e-15, 	3.04, 	(0.325362,-0.0415974);
15:42:06.933, 	1, 	2, 	28.9452, 	24.8623, 	1, 	-1.38778e-15, 	3.04, 	(0.564504,0.0807711);
15:42:06.970, 	1, 	2, 	24.7842, 	22.3248, 	1, 	-1.38778e-15, 	3.04, 	(0.291306,-0.176052);
15:42:06.974, 	1, 	2, 	27.9263, 	22.5236, 	1, 	-1.38778e-15, 	3.04, 	(-0.328126,-0.0614095);
15:42:06.994, 	1, 	2, 	20.4397, 	23.009, 	1, 	-1.38778e-15, 	3.04, 	(0.348034,-0.423347);
15:42:07.014, 	1, 	2, 	22.7688, 	23.4624, 	1, 	-1.38778e-15, 	3.04, 	(0.568208,0.0780268);
15:42:07.034, 	1, 	2, 	27.76, 	24.7488, 	1, 	-1.38778e-15, 	3.04, 	(-0.118518,-0.485655);
15:42:07.070, 	1, 	2, 	29.5042, 	25.3002, 	1, 	-1.38778e-15, 	3.04, 	(-0.671561,-0.214743);
15:42:07.074, 	1, 	2, 	31.1285, 	25.8344, 	1, 	-1.38778e-15, 	3.04, 	(-0.477513,-0.473915);
15:42:07.094, 	1, 	2, 	25.7474, 	25.8863, 	1, 	-1.38778e-15, 	3.04, 	(-0.260972,0.625234);
15:42:07.114, 	1, 	2, 	30.3919, 	25.2702, 	1, 	-1.38778e-15, 	3.04, 	(0.180884,0.780495);
15:42:07.135, 	1, 	2, 	30.5678, 	25.644, 	1, 	-1.38778e-15, 	3.04, 	(0.606543,0.437132);
15:42:07.171, 	1, 	2, 	24.4546, 	25.1819, 	1, 	-1.38778e-15, 	3.04, 	(0.339686,-0.779965);
15:42:07.181, 	1, 	2, 	29.0503, 	25.3405, 	1, 	-1.38778e-15, 	3.04, 	(-0.757742,-0.145166);
15:42:07.195, 	1, 	2, 	20.8205, 	24.1542, 	1, 	-1.38778e-15, 	3.04, 	(-0.345088,0.800265);
15:42:07.215, 	1, 	2, 	30.3693, 	25.7339, 	1, 	-1.38778e-15, 	3.04, 	(0.0880084,-0.729878);
15:42:07.235, 	1, 	2, 	27.5466, 	26.198, 	1, 	-1.38778e-15, 	3.04, 	(-0.835648,0.380306);
15:42:07.281, 	1, 	2, 	19.0507, 	22.2569, 	1, 	-1.38778e-15, 	3.04, 	(-0.370134,0.398196);
